market,broker_group,broker_column,broker_grouping_mode,n_reports,ARR,MDR,CR,SR,WR,source_signature
Main,35,broker_size,proxy,598,0.4411937398681325,0.14098346863743988,3.1294005186007183,1.474990347841553,0.46321070234113715,a458acb654cefa4045dd122415cc23bb74d7eb0ad8c4d7bfe84d0b8ae337851e
Main,36,broker_size,proxy,409,0.8094596399537446,0.30127614892137805,2.686769738831811,2.4766709345012856,0.48655256723716384,a458acb654cefa4045dd122415cc23bb74d7eb0ad8c4d7bfe84d0b8ae337851e
Main,37,broker_size,proxy,166,0.8130145676289007,0.1329891225629832,6.1133914711247135,2.3959740232311724,0.5481927710843374,a458acb654cefa4045dd122415cc23bb74d7eb0ad8c4d7bfe84d0b8ae337851e
Main,38,broker_size,proxy,668,1.735776327155409,0.1857475008386935,9.344816588745323,4.65487325455369,0.5254491017964071,a458acb654cefa4045dd122415cc23bb74d7eb0ad8c4d7bfe84d0b8ae337851e
Main,39,broker_size,proxy,605,0.7709418875153287,0.34526913363239325,2.232872308638361,2.2603732842261524,0.5057851239669422,a458acb654cefa4045dd122415cc23bb74d7eb0ad8c4d7bfe84d0b8ae337851e
Main,40,broker_size,proxy,390,0.32524960442881956,0.25052115546367393,1.2982919699010467,0.9899689798744093,0.517948717948718,a458acb654cefa4045dd122415cc23bb74d7eb0ad8c4d7bfe84d0b8ae337851e
Main,41,broker_size,proxy,851,-0.5076459525774253,0.6405240410369899,-0.7925478515303831,-1.114186868616141,0.45240893066980026,a458acb654cefa4045dd122415cc23bb74d7eb0ad8c4d7bfe84d0b8ae337851e
Main,42,broker_size,proxy,416,-0.3531511322739317,0.48259234908366416,-0.7317793847011611,-0.7867591226508659,0.4567307692307692,a458acb654cefa4045dd122415cc23bb74d7eb0ad8c4d7bfe84d0b8ae337851e
Main,43,broker_size,proxy,729,1.0272256980906271,0.3306588098561723,3.1066031433955827,2.7434629004900475,0.4924554183813443,a458acb654cefa4045dd122415cc23bb74d7eb0ad8c4d7bfe84d0b8ae337851e
Main,44,broker_size,proxy,233,-0.3600306702825866,0.32886494111449605,-1.0947675634334038,-1.0322648473982068,0.4892703862660944,a458acb654cefa4045dd122415cc23bb74d7eb0ad8c4d7bfe84d0b8ae337851e
Main,46,broker_size,proxy,1150,0.2121703590078079,0.6381134447005199,0.3324962994744358,0.706299197986761,0.47043478260869565,a458acb654cefa4045dd122415cc23bb74d7eb0ad8c4d7bfe84d0b8ae337851e
Main,47,broker_size,proxy,156,-0.5752629220570756,0.21169613675009077,-2.7173992444471424,-1.546831413471719,0.46794871794871795,a458acb654cefa4045dd122415cc23bb74d7eb0ad8c4d7bfe84d0b8ae337851e
Main,48,broker_size,proxy,466,1.4322967256222565,0.23945888805431476,5.98138886077755,3.8608164670404284,0.51931330472103,a458acb654cefa4045dd122415cc23bb74d7eb0ad8c4d7bfe84d0b8ae337851e
Main,49,broker_size,proxy,159,0.7439118262164914,0.16954896935567176,4.387592735264279,2.122044143133601,0.5094339622641509,a458acb654cefa4045dd122415cc23bb74d7eb0ad8c4d7bfe84d0b8ae337851e
Main,50,broker_size,proxy,160,0.12627287036346058,0.14594164035738688,0.8652285259658535,0.5077232295014426,0.41875,a458acb654cefa4045dd122415cc23bb74d7eb0ad8c4d7bfe84d0b8ae337851e
Main,51,broker_size,proxy,684,-0.3825851947016359,0.5741393486940788,-0.6663629580028845,-0.7431498636653853,0.42543859649122806,a458acb654cefa4045dd122415cc23bb74d7eb0ad8c4d7bfe84d0b8ae337851e
